0  0.513181  0.509784  0.511860  0.509002  2.738638
1  0.556590  0.552929  0.555021  0.551591  2.589485
2  0.614890  0.615844  0.616028  0.616451  2.407227
3  0.651472  0.656048  0.654754  0.658268  2.317198
4  0.672579  0.678652  0.676841  0.681477  2.277967
5  0.681376  0.688019  0.686106  0.691052  2.263944
6  0.687579  0.694518  0.692632  0.697650  2.255235
7  0.691439  0.698596  0.696738  0.701778  2.250002
8  0.693408  0.700839  0.699011  0.704114  2.246619
9  0.694527  0.702261  0.700457  0.705646  2.244006
10  0.694842  0.702952  0.701176  0.706494  2.241829
11  0.696003  0.704374  0.702634  0.707989  2.239429
12  0.696846  0.705503  0.703779  0.709189  2.237281
13  0.697879  0.706750  0.705086  0.710487  2.235247
14  0.698246  0.707441  0.705792  0.711266  2.233388
15  0.697753  0.707428  0.705798  0.711435  2.231527
16  0.698008  0.708043  0.706418  0.712134  2.229643
17  0.697822  0.708294  0.706704  0.712529  2.227715
18  0.697420  0.708398  0.706831  0.712801  2.225675
19  0.697177  0.708645  0.707091  0.713185  2.223618
20  0.696697  0.708734  0.707188  0.713441  2.221411
21  0.696096  0.708754  0.707233  0.713653  2.219044
22  0.694650  0.708195  0.706659  0.713393  2.216263
23  0.693362  0.707831  0.706252  0.713301  2.213271
24  0.689045  0.705390  0.703720  0.711599  2.208728
25  0.688063  0.705425  0.703717  0.711875  2.205140
26  0.686564  0.705159  0.703434  0.711948  2.201022
27  0.684701  0.704706  0.702968  0.711897  2.196476
28  0.679889  0.702454  0.700596  0.710523  2.189841
29  0.676903  0.701565  0.699684  0.710244  2.183517
30  0.670053  0.698379  0.696415  0.708372  2.174414
31  0.666971  0.697903  0.695938  0.708534  2.166251
32  0.662631  0.696859  0.694831  0.708332  2.156678
33  0.654000  0.693547  0.691360  0.706671  2.143538
34  0.645951  0.690989  0.688861  0.705726  2.129197
35  0.640512  0.690535  0.688396  0.706223  2.114577
36  0.631665  0.688497  0.686280  0.705763  2.096951
37  0.625079  0.688322  0.686025  0.706521  2.078781
38  0.606890  0.682403  0.680105  0.704163  2.052052
39  0.598480  0.682817  0.680432  0.705409  2.028032
40  0.586232  0.681816  0.679411  0.705927  2.000219
41  0.572828  0.680986  0.678631  0.706588  1.969765
42  0.557635  0.679797  0.677496  0.707108  1.937504
43  0.535642  0.676160  0.673593  0.706528  1.900949
44  0.520417  0.676912  0.674334  0.707856  1.864595
45  0.504850  0.678022  0.675192  0.709186  1.827866
46  0.489489  0.679293  0.676696  0.710542  1.791307
47  0.476631  0.681841  0.679656  0.712236  1.755941
48  0.461719  0.683344  0.681444  0.713420  1.721357
49  0.448894  0.685456  0.684158  0.714763  1.688869
50  0.435756  0.687499  0.686252  0.715881  1.657715
51  0.422047  0.688897  0.687929  0.716781  1.627981
52  0.403761  0.687863  0.686983  0.716924  1.599510
53  0.397817  0.692414  0.691194  0.718506  1.574679
54  0.393124  0.696322  0.695417  0.719924  1.553226
55  0.380746  0.696352  0.695400  0.720257  1.532554
56  0.375699  0.699487  0.698454  0.721295  1.514124
57  0.367059  0.700374  0.699687  0.721793  1.496658
58  0.361126  0.702278  0.701732  0.722470  1.480757
59  0.355669  0.703872  0.703373  0.723057  1.466837
60  0.350181  0.705162  0.704808  0.723550  1.453804
61  0.348776  0.707929  0.707589  0.724336  1.442706
62  0.344078  0.708819  0.708553  0.724708  1.432385
63  0.338971  0.709361  0.709223  0.724986  1.422536
64  0.335487  0.710465  0.710217  0.725349  1.413826
65  0.332930  0.711705  0.711525  0.725739  1.405861
66  0.329682  0.712498  0.712428  0.726026  1.398228
67  0.327686  0.713648  0.713654  0.726371  1.391447
68  0.324447  0.714113  0.714159  0.726570  1.385009
69  0.322166  0.714888  0.714879  0.726812  1.379213
70  0.319501  0.715377  0.715396  0.726997  1.373627
71  0.317976  0.716237  0.716290  0.727244  1.368598
72  0.316036  0.716791  0.716891  0.727430  1.363889
73  0.314022  0.717245  0.717380  0.727589  1.359417
74  0.311993  0.717650  0.717786  0.727731  1.355137
75  0.310401  0.718148  0.718256  0.727882  1.351271
76  0.309332  0.718770  0.718873  0.728054  1.347761
77  0.308214  0.719302  0.719432  0.728206  1.344417
78  0.306915  0.719691  0.719858  0.728330  1.341238
79  0.305281  0.719887  0.720069  0.728417  1.338200
80  0.304691  0.720472  0.720658  0.728564  1.335519
81  0.303219  0.720647  0.720849  0.728640  1.332791
82  0.302382  0.721040  0.721269  0.728750  1.330312
83  0.301281  0.721276  0.721497  0.728830  1.327983
84  0.300205  0.721504  0.721740  0.728906  1.325686
85  0.299281  0.721758  0.721998  0.728984  1.323550
86  0.298280  0.721965  0.722196  0.729051  1.321471
87  0.297445  0.722188  0.722444  0.729121  1.319533
88  0.296744  0.722463  0.722718  0.729195  1.317674
89  0.295725  0.722590  0.722841  0.729243  1.315813
90  0.295146  0.722868  0.723109  0.729313  1.314141
91  0.294477  0.723080  0.723338  0.729373  1.312500
92  0.293462  0.723103  0.723375  0.729404  1.310936
93  0.293177  0.723452  0.723709  0.729479  1.309486
94  0.292515  0.723604  0.723862  0.729525  1.308067
95  0.291842  0.723738  0.723988  0.729566  1.306700
96  0.291350  0.723939  0.724174  0.729615  1.305403
97  0.290780  0.724063  0.724311  0.729655  1.304185
98  0.290451  0.724296  0.724544  0.729707  1.303006
99  0.290075  0.724481  0.724721  0.729751  1.301915
100  0.289800  0.724695  0.724921  0.729798  1.300893
101  0.289315  0.724799  0.725048  0.729830  1.299847
102  0.288901  0.724936  0.725179  0.729865  1.298848
103  0.288425  0.725038  0.725282  0.729895  1.297855
104  0.287917  0.725110  0.725348  0.729919  1.296919
105  0.287773  0.725315  0.725556  0.729961  1.296089
106  0.287353  0.725406  0.725655  0.729987  1.295202
107  0.286908  0.725472  0.725721  0.730009  1.294367
108  0.286425  0.725521  0.725767  0.730028  1.293531
109  0.286080  0.725625  0.725873  0.730053  1.292725
110  0.285732  0.725720  0.725960  0.730077  1.291955
111  0.285433  0.725824  0.726064  0.730102  1.291216
112  0.285086  0.725896  0.726128  0.730121  1.290514
113  0.284840  0.726000  0.726234  0.730145  1.289850
114  0.284560  0.726086  0.726314  0.730165  1.289202
115  0.284364  0.726201  0.726429  0.730189  1.288578
116  0.284216  0.726334  0.726550  0.730214  1.287988
117  0.284030  0.726448  0.726650  0.730236  1.287404
118  0.283747  0.726516  0.726709  0.730252  1.286811
119  0.283358  0.726531  0.726730  0.730263  1.286205
120  0.283099  0.726594  0.726790  0.730278  1.285653
121  0.282818  0.726650  0.726844  0.730293  1.285090
122  0.282654  0.726744  0.726929  0.730311  1.284588
123  0.282410  0.726800  0.726982  0.730325  1.284080
124  0.282303  0.726905  0.727083  0.730344  1.283622
125  0.282121  0.726977  0.727151  0.730359  1.283154
126  0.281923  0.727038  0.727211  0.730372  1.282695
127  0.281688  0.727079  0.727254  0.730383  1.282236
128  0.281423  0.727106  0.727278  0.730392  1.281786
129  0.281214  0.727152  0.727323  0.730404  1.281354
130  0.281020  0.727204  0.727374  0.730415  1.280926
131  0.280781  0.727230  0.727399  0.730424  1.280514
132  0.280662  0.727303  0.727467  0.730437  1.280135
133  0.280507  0.727357  0.727523  0.730448  1.279752
134  0.280306  0.727388  0.727558  0.730457  1.279371
135  0.280141  0.727437  0.727601  0.730467  1.279000
136  0.280018  0.727498  0.727660  0.730479  1.278650
137  0.279857  0.727540  0.727701  0.730488  1.278298
138  0.279690  0.727572  0.727734  0.730496  1.277967
139  0.279610  0.727645  0.727803  0.730508  1.277645
140  0.279467  0.727685  0.727843  0.730516  1.277324
141  0.279357  0.727740  0.727899  0.730526  1.277006
142  0.279198  0.727769  0.727928  0.730534  1.276697
143  0.279083  0.727813  0.727970  0.730542  1.276406
144  0.278888  0.727824  0.727981  0.730547  1.276099
145  0.278784  0.727869  0.728025  0.730555  1.275820
146  0.278621  0.727889  0.728048  0.730561  1.275528
147  0.278524  0.727935  0.728090  0.730569  1.275262
148  0.278367  0.727954  0.728110  0.730575  1.274985
149  0.278227  0.727979  0.728134  0.730581  1.274712
150  0.278088  0.728002  0.728156  0.730586  1.274452
151  0.278001  0.728048  0.728198  0.730594  1.274199
152  0.277886  0.728079  0.728228  0.730600  1.273947
153  0.277769  0.728106  0.728254  0.730606  1.273706
154  0.277711  0.728157  0.728302  0.730614  1.273477
155  0.277652  0.728207  0.728352  0.730622  1.273248
156  0.277559  0.728237  0.728381  0.730628  1.273030
157  0.277493  0.728281  0.728421  0.730634  1.272814
158  0.277394  0.728311  0.728447  0.730640  1.272593
159  0.277324  0.728348  0.728484  0.730646  1.272386
160  0.277229  0.728376  0.728509  0.730651  1.272176
161  0.277156  0.728411  0.728544  0.730657  1.271969
162  0.277046  0.728428  0.728561  0.730661  1.271766
163  0.276971  0.728459  0.728589  0.730667  1.271572
164  0.276886  0.728485  0.728614  0.730671  1.271379
165  0.276777  0.728498  0.728630  0.730675  1.271184
166  0.276691  0.728522  0.728651  0.730679  1.270998
167  0.276595  0.728537  0.728667  0.730683  1.270816
168  0.276514  0.728561  0.728689  0.730687  1.270636
169  0.276442  0.728587  0.728715  0.730692  1.270459
170  0.276367  0.728610  0.728737  0.730696  1.270288
171  0.276275  0.728624  0.728751  0.730699  1.270118
172  0.276201  0.728645  0.728772  0.730703  1.269952
173  0.276136  0.728673  0.728795  0.730708  1.269787
174  0.276090  0.728706  0.728826  0.730712  1.269629
175  0.276042  0.728736  0.728856  0.730717  1.269474
176  0.275989  0.728763  0.728880  0.730721  1.269324
177  0.275935  0.728790  0.728905  0.730725  1.269173
178  0.275865  0.728809  0.728923  0.730729  1.269021
