0  0.561536  0.561244  0.562679  0.561462  2.554333
1  0.627804  0.633322  0.636219  0.639408  2.344535
2  0.652799  0.661006  0.664349  0.669321  2.282283
3  0.663190  0.672812  0.676300  0.681963  2.258424
4  0.667890  0.678819  0.682281  0.688503  2.245238
5  0.674327  0.686123  0.689503  0.695910  2.232878
6  0.683277  0.695146  0.698214  0.704269  2.223185
7  0.685152  0.697652  0.700588  0.706738  2.218629
8  0.686858  0.699920  0.702765  0.708949  2.214592
9  0.687911  0.701541  0.704391  0.710596  2.211016
10  0.689736  0.703706  0.706439  0.712547  2.208155
11  0.689805  0.704535  0.707154  0.713411  2.204977
12  0.693767  0.707998  0.710420  0.716152  2.204484
13  0.690673  0.706491  0.709034  0.715322  2.199677
14  0.684199  0.702785  0.705529  0.712954  2.192492
15  0.678139  0.699429  0.702631  0.711037  2.185079
16  0.679903  0.701796  0.704764  0.713003  2.181404
17  0.678245  0.701727  0.704810  0.713347  2.175789
18  0.676437  0.701657  0.704772  0.713647  2.169919
19  0.668713  0.697990  0.701477  0.711715  2.158967
20  0.669201  0.699830  0.703075  0.713271  2.153347
21  0.652302  0.690661  0.695163  0.708250  2.135093
22  0.651329  0.692339  0.696758  0.709946  2.125191
23  0.646420  0.691206  0.696655  0.710244  2.112574
24  0.635207  0.687099  0.693044  0.708634  2.094782
25  0.641002  0.693264  0.698512  0.712690  2.088294
26  0.629832  0.689606  0.695632  0.711553  2.068674
27  0.613091  0.684127  0.690223  0.709412  2.043237
28  0.592823  0.677255  0.684486  0.707196  2.013750
29  0.568501  0.669029  0.677128  0.704592  1.982449
30  0.559106  0.670269  0.678920  0.706873  1.953185
31  0.543460  0.668811  0.677479  0.707589  1.921601
32  0.538841  0.674509  0.682298  0.711123  1.890980
33  0.538756  0.681543  0.689356  0.714881  1.864861
34  0.505942  0.672810  0.680808  0.712888  1.824300
35  0.499665  0.678049  0.686011  0.715677  1.792402
36  0.489959  0.680599  0.688418  0.717308  1.763655
37  0.496185  0.691238  0.696607  0.720555  1.744085
38  0.479490  0.691058  0.695283  0.720920  1.713141
39  0.472221  0.694755  0.697467  0.722112  1.689149
